firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
ALDI,2017-09-25, Store Assistant,"Current Employee, more than 1 year","Hinckley, England, England",4,3.0,5.0,,5.0,4.0,4.0,v,o,v,"Good place to work, very flexible",Flexible around university and pay well considering you don't need qualifications.,Some of the management can treat people unfairly. This is probably due to Aldi's fast paced environment.
ALDI,2021-01-10, Retail Sales Assistant,"Former Employee, less than 1 year","Warrington, North West England, England, England",5,5.0,5.0,5.0,4.0,5.0,5.0,o,o,o,Great company,"Always overtime , good working conditions",Hard working but the day goes fast
ALDI,2020-10-25, Aldi Store Assistant,"Current Employee, more than 1 year","Wolverhampton, England, England",5,3.0,4.0,4.0,3.0,5.0,4.0,o,o,o,Good Company. Great Benefits.,Very flexible place to work,Long hours and very fast paced.
ALDI,2017-11-28, Store Assistant,"Current Employee, more than 3 years","Scunthorpe, England, England",4,3.0,5.0,,4.0,3.0,4.0,v,v,v,Store Assistant,"Great company 
Good hours 
Potential for progression","No bonuses
Nothing really bad to say"
ALDI,2020-03-04, Store Manager,Former Employee,"Maidstone, England, England",1,2.0,1.0,,1.0,4.0,1.0,v,x,o,Store manager,Money benefit package salary parking,"No support, horrendous area managers , not allowed to think. Long hours, no appreciation no trust"
ALDI,2017-11-30, Deputy Store Manager,"Current Employee, more than 3 years","Baguley, England, England",4,3.0,4.0,,2.0,5.0,4.0,v,r,v,Very hard work,"Great pay and decent benefits, some great colleagues to boot. Flexible shift patterns. A few words short oops guess this will have to do","Harder work then you'd think. Little to no positive feedback, little chance of progression and lack of gratitude. Sore body"
ALDI,2019-04-16, Store Assistant,"Current Employee, more than 1 year","Guiseley, England, England",4,3.0,4.0,,4.0,4.0,4.0,o,o,v,Store Assistant,"Good pay, career progression, efficient, hard work, good team","Pressure, long shifts, weekend & bank holiday work"
AJ-Bell,2020-06-09, Business Development Manager,Current Employee,"Manchester, England, England",5,5.0,5.0,,5.0,5.0,5.0,x,v,v,Great business for progression and genuine family feel,"I've been working at AJ Bell for over 15 years and during that time have worked in 5 different roles, progressing each time to the role I am in now. The business is at a scale now which means there is genuine opportunity to not only progress but also to diversify in terms of the direction of your career and also your skills. 
There is a real family feel here and I feel genuinely valued as an employee. Having a young family myself and a full time job can be tricky to manage, but AJ Bell have been nothing but supportive to incorporate flexibility where possible.
The on-site gym, pay day drinks and numerous opportunities to socialise with team mates are a real bonus to an already great business.",None at all from my perspective
ALDI,2021-01-27, Store Assistant,Former Employee,"Plymouth, England, England",3,,,,,,,o,o,o,Basic review,Flexible hours were a big help,Long shift were very boring
ALDI,2016-01-28, Anonymous Employee,Former Employee,"Darlington, North East England, England, England",4,,,,,,,o,o,o,warehouse operative,"good salary wages, nice and helpful stuff , nice work in favorable hours very well-organized work","I have a few negative associations regarding this work. You could say that you need to be very try here is to develop the daily norm, standard"
ALDI,2019-07-16, Store Associate,"Current Employee, more than 1 year","Derby, England, England",5,,,,,,,o,o,o,I been working in hospitality store department  for 3 years,Because I want to build knowledge in mix store department,"I always do my shopping at Aldi and see how the staff are happy, that mean they take good care by the company"
AFH-Wealth-Management,2017-02-21, Technician,"Former Employee, more than 3 years","Santa Ana, CA",1,1.0,1.0,,1.0,3.0,1.0,x,x,x,Honest Review,Made some life time friends.,Was let go from the company just before Christmas. Advised the role was not cost effective after having to deal with the worst management in my 20 year career.
ALDI,2014-09-22, Anonymous Employee,"Current Employee, more than 5 years","Atherstone, England, England",1,1.0,1.0,,1.0,2.0,1.0,x,x,x,"Stay away. Warehouse worker,Atherstone",Wages good. Nice work collegues.,"Bullying by management , job threats if you don't do as they yell you. ie shift changes with hardly any notice. Work up to 10 hrs per day and only given 20 min break. No chance of promotion unless you're female. Harder you work  the less you get, it has happened when people under performing are given better jobs in the warehouse. Managers treat you like crap and don't care one bit about their employees."
ALDI,2020-01-10, Store Assistant,"Current Employee, more than 3 years","Derby, England, England",5,3.0,5.0,,4.0,4.0,5.0,v,v,v,Great employer,"Streamlined, clear and good communication. Lots of opportunities to gain variety of skills.",Some anti-social hours expected.
AJ-Bell,2017-02-03, Senior Transfers Administrator,"Current Employee, more than 1 year","Royal Tunbridge Wells, England, England",4,4.0,4.0,,5.0,4.0,5.0,o,o,o,Amazing career opportunities and great atmosphere,"AJ Bell is an excellent place to work, the culture and atmosphere is fantastic and staff are friendly and helpful. The company is amazing for career progression and management support your aspirations. An absolute pleasure to work for. The location is perfect right in the centre of Tunbridge Wells, close to local amenities and good for team social events.",Parking is an issue around Tunbridge Wells but there is ample non-resident street parking around the town and some on-site parking available to staff and easy access to rail links.
ALDI,2020-10-13, Shop Assistant,Former Employee,"Redcar, England, England",2,1.0,2.0,2.0,2.0,2.0,2.0,o,o,o,Aldi,Good pay good holiday allowance,Poor work life balance and management
ALDI,2019-11-04, Deputy Manager,"Current Employee, more than 5 years","Newport, South East England, England, England",4,3.0,3.0,,4.0,2.0,3.0,v,v,v,Aldi,"Flexible working hours, reasonable pay","Unsociable hours, physically very hard work"
ALDI,2020-10-24, Store Assistant,"Current Employee, more than 3 years","Preston, North West England, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,o,o,o,Hours,Good rates off pay available,Early starts a lot off manual work
ALDI,2016-01-09, Site Services Worker,Current Employee,"Rotherham, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,o,v,working for aldi in the UK g,"Good rates of pay,good people to work with",None no cons from me.
ALDI,2016-08-28, Store Assistant,"Current Employee, less than 1 year","Exeter, England, England",5,4.0,5.0,,5.0,5.0,5.0,v,o,v,Awesome!,"Great pay, great atmosphere, great likeability, fast paced, hard working, amazing team and management!",Unsociable hours but great pay makes up for it.
ALDI,2015-05-14, Assistant,Former Employee,"Atherstone, England, England",1,1.0,1.0,,1.0,1.0,1.0,x,o,x,Buying/Corporate,"Good pay.
Free parking.
Clean toilets.
Nice surrounding.",Employees put last.  No HR department.  Slave drivers.  To work there you have to have no personality and are willing to be criticised on a daily basis with the threat of disciplinary hanging over your head.  No progression. No perks.  Just overpaid Directors sitting on their backsides doing nothing while you do all the work.
ALDI,2020-08-21, Administrative Assistant,Former Employee,"Swindon, Gloucestershire, South West England, England, England",4,,,,,,,o,o,o,Good pay,Good pay and nice colleagues in office.,No career progression and little investment.
ALDI,2017-09-30, Catering,"Current Employee, more than 10 years","Stoke-on-Trent, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Great hours team leading experience,Hours to suit great staffing,Not enough hours to suit
ALDI,2018-11-09, Cheshire,"Current Employee, more than 5 years","Sandbach, England, England",4,2.0,4.0,,2.0,4.0,3.0,v,o,v,Good place,"Money is good
Fun place to work","Hard work 
Get rid of your social life"
ALDI,2015-11-26, Store Assistant,"Former Employee, more than 5 years","Stoke-on-Trent, England, England",2,1.0,1.0,,3.0,1.0,1.0,x,v,v,Good money but controlled by hours,"Good money, shifts can finish anywhere from 12pm. They accept flexible rota ideal for people with children. Always busy. If you want to give your life up then you can earn a lot by progressing to assistant manager or store manager.","Worked here for 5 years. They pay you a good hourly rate, however this is controlled by the amount of hours they let you work. When prod is tight they will cut your hours from 40 to 25 which is a massive drop in pay. Yet they will give you all the hours as and only when the managers want. Days can start at 4am or finish at midnight, flexibility is a massive thing. They change your rota at the last minute. 
It's very clicky, staff who are liked by management ""friends"" will get the better hours, shifts and jobs. If your not liked as much as the next person, you'll just get stuck on a till for 10 hours with only 2 fifteen min breaks. The old staff tend to push new staff aside and are hardly given a chance to prove themselves. You're constantly being ""performance"" monitored via cctv and test trollies. Deputy Management tend to be young people with very limited experience, they got promoted as they were liked by the store manager, regardless as to weather they are up for to job. They also have big power kicks and look down on store assistants. They will pass jobs on to you simply because they can't be arsed, regardless of what other jobs you're doing, they have the time to do the job but they'd prefer not to.
There is no communication between management. The clicky groups gang up on certain member of staff, a lot of nasty things get said behind staffs back.
I was lucky, I was liked, but I couldn't stand the messing with my hours, hearing staff talk about other people in bad ways, watching capable people not being given a chance because they're new. 
There is lots more I could say about this company!!'"
